dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,53.000000,127.250000,0.007826,0.782609,39.130435,1956.521739,0.000000
0.020000,53.000000,127.250000,0.007826,0.000000,-39.130435,-3913.043478,0.000000
0.020000,53.010739,127.250000,0.018565,0.536957,26.847826,3298.913043,0.000000
0.020000,53.104652,127.250000,0.112478,4.695652,207.934783,9054.347826,0.000000
0.020000,53.229870,127.250000,0.237696,6.260870,78.260870,-6483.695652,0.000000
0.020000,53.386391,127.250000,0.394217,7.826087,78.260870,0.000000,0.000000
0.020000,53.574217,127.250000,0.582043,9.391304,78.260870,0.000000,0.000000
0.020000,53.793348,127.250000,0.801174,10.956522,78.260870,0.000000,0.000000
0.020000,54.043783,127.250000,1.051609,12.521739,78.260870,-0.000000,0.000000
0.020000,54.325522,127.250000,1.333348,14.086957,78.260870,0.000000,0.000000
0.020000,54.638565,127.250000,1.646391,15.652174,78.260870,-0.000000,0.000000
0.020000,54.982913,127.250000,1.990739,17.217391,78.260870,0.000000,0.000000
0.020000,55.358565,127.250000,2.366391,18.782609,78.260870,-0.000000,0.000000
0.020000,55.765522,127.250000,2.773348,20.347826,78.260870,0.000000,0.000000
0.020000,56.203783,127.250000,3.211609,21.913043,78.260870,-0.000000,0.000000
0.020000,56.673348,127.250000,3.681174,23.478261,78.260870,0.000000,0.000000
0.020000,57.174217,127.250000,4.182043,25.043478,78.260870,-0.000000,0.000000
0.020000,57.706391,127.250000,4.714217,26.608696,78.260870,0.000000,0.000000
0.020000,58.269870,127.250000,5.277696,28.173913,78.260870,0.000000,0.000000
0.020000,58.864652,127.250000,5.872478,29.739130,78.260870,-0.000000,0.000000
0.020000,59.490739,127.250000,6.498565,31.304348,78.260870,0.000000,0.000000
0.020000,60.148130,127.250000,7.155957,32.869565,78.260870,-0.000000,0.000000
0.020000,60.836826,127.250000,7.844652,34.434783,78.260870,0.000000,0.000000
0.020000,61.556826,127.250000,8.564652,36.000000,78.260870,0.000000,0.000000
0.020000,62.308130,127.250000,9.315957,37.565217,78.260870,-0.000000,0.000000
0.020000,63.090739,127.250000,10.098565,39.130435,78.260870,0.000000,0.000000
0.020000,63.904652,127.250000,10.912478,40.695652,78.260870,0.000000,0.000000
0.020000,64.749870,127.250000,11.757696,42.260870,78.260870,0.000000,0.000000
0.020000,65.626391,127.250000,12.634217,43.826087,78.260870,0.000000,0.000000
0.020000,66.534217,127.250000,13.542043,45.391304,78.260870,-0.000000,0.000000
0.020000,67.473348,127.250000,14.481174,46.956522,78.260870,0.000000,0.000000
0.020000,68.443783,127.250000,15.451609,48.521739,78.260870,-0.000000,0.000000
0.020000,69.445522,127.250000,16.453348,50.086957,78.260870,0.000000,0.000000
0.020000,70.478565,127.250000,17.486391,51.652174,78.260870,-0.000000,0.000000
0.020000,71.542913,127.250000,18.550739,53.217391,78.260870,0.000000,0.000000
0.020000,72.638565,127.250000,19.646391,54.782609,78.260870,-0.000000,0.000000
0.020000,73.765522,127.250000,20.773348,56.347826,78.260870,0.000000,0.000000
0.020000,74.923783,127.250000,21.931609,57.913043,78.260870,-0.000000,0.000000
0.020000,76.113348,127.250000,23.121174,59.478261,78.260870,0.000000,0.000000
0.020000,77.334217,127.250000,24.342043,61.043478,78.260870,0.000000,0.000000
0.020000,78.586391,127.250000,25.594217,62.608696,78.260870,-0.000000,0.000000
0.020000,79.869870,127.250000,26.877696,64.173913,78.260870,0.000000,0.000000
0.020000,81.184652,127.250000,28.192478,65.739130,78.260870,0.000000,0.000000
0.020000,82.530739,127.250000,29.538565,67.304348,78.260870,0.000000,0.000000
0.020000,83.908130,127.250000,30.915957,68.869565,78.260870,-0.000000,0.000000
0.020000,85.316826,127.250000,32.324652,70.434783,78.260870,0.000000,0.000000
0.020000,86.749000,127.250000,33.756826,71.608696,58.695652,-978.260870,0.000000
0.020000,88.189000,127.250000,35.196826,72.000000,19.565217,-1956.521739,0.000000
0.020000,89.629000,127.250000,36.636826,72.000000,0.000000,-978.260870,0.000000
0.020000,91.069000,127.250000,38.076826,72.000000,0.000000,0.000000,0.000000
0.020000,92.509000,127.250000,39.516826,72.000000,0.000000,0.000000,0.000000
0.020000,93.949000,127.250000,40.956826,72.000000,0.000000,0.000000,0.000000
0.020000,95.389000,127.250000,42.396826,72.000000,0.000000,0.000000,0.000000
0.020000,96.829000,127.250000,43.836826,72.000000,0.000000,0.000000,0.000000
0.020000,98.269000,127.250000,45.276826,72.000000,0.000000,0.000000,0.000000
0.020000,99.709000,127.250000,46.716826,72.000000,0.000000,0.000000,0.000000
0.020000,101.149000,127.250000,48.156826,72.000000,0.000000,0.000000,0.000000
0.020000,102.589000,127.250000,49.596826,72.000000,0.000000,0.000000,0.000000
0.020000,104.029000,127.250000,51.036826,72.000000,0.000000,0.000000,0.000000
0.020000,105.469000,127.250000,52.476826,72.000000,0.000000,0.000000,0.000000
0.020000,106.909000,127.250000,53.916826,72.000000,-0.000000,-0.000000,0.000000
0.020000,108.349000,127.250000,55.356826,72.000000,0.000000,0.000000,0.000000
0.020000,109.789000,127.250000,56.796826,72.000000,0.000000,0.000000,0.000000
0.020000,111.229000,127.250000,58.236826,72.000000,-0.000000,-0.000000,0.000000
0.020000,112.669000,127.250000,59.676826,72.000000,-0.000000,0.000000,0.000000
0.020000,114.109000,127.250000,61.116826,72.000000,0.000000,0.000000,0.000000
0.020000,115.549000,127.250000,62.556826,72.000000,-0.000000,-0.000000,0.000000
0.020000,116.989000,127.250000,63.996826,72.000000,0.000000,0.000000,0.000000
0.020000,118.429000,127.250000,65.436826,72.000000,0.000000,-0.000000,0.000000
0.020000,119.869000,127.250000,66.876826,72.000000,0.000000,0.000000,0.000000
0.020000,121.309000,127.250000,68.316826,72.000000,0.000000,0.000000,0.000000
0.020000,122.749000,127.250000,69.756826,72.000000,0.000000,0.000000,0.000000
0.020000,124.189000,127.250000,71.196826,72.000000,0.000000,0.000000,0.000000
0.020000,125.629000,127.250000,72.636826,72.000000,0.000000,0.000000,0.000000
0.020000,127.069000,127.250000,74.076826,72.000000,0.000000,0.000000,0.000000
0.020000,128.509000,127.250000,75.516826,72.000000,-0.000000,-0.000000,0.000000
0.020000,129.949000,127.250000,76.956826,72.000000,0.000000,0.000000,0.000000
0.020000,131.389000,127.250000,78.396826,72.000000,0.000000,-0.000000,0.000000
0.020000,132.829000,127.250000,79.836826,72.000000,0.000000,0.000000,0.000000
0.020000,134.269000,127.250000,81.276826,72.000000,0.000000,0.000000,0.000000
0.020000,135.709000,127.250000,82.716826,72.000000,0.000000,0.000000,0.000000
0.020000,137.149000,127.250000,84.156826,72.000000,0.000000,0.000000,0.000000
0.020000,138.589000,127.250000,85.596826,72.000000,-0.000000,-0.000000,0.000000
0.020000,140.029000,127.250000,87.036826,72.000000,0.000000,0.000000,0.000000
0.020000,141.469000,127.250000,88.476826,72.000000,-0.000000,-0.000000,0.000000
0.020000,142.909000,127.250000,89.916826,72.000000,-0.000000,0.000000,0.000000
0.020000,144.224366,127.250023,91.232192,65.768313,-311.584371,-15579.218547,0.000203
0.020000,145.651674,127.251105,92.659501,71.365426,279.855670,29572.002032,0.001239
0.020000,147.084323,127.253362,94.092151,71.632502,13.353784,-13325.094279,0.001839
0.020000,148.522289,127.256178,95.530120,71.898453,13.297589,-2.809738,0.002005
0.020000,149.965568,127.258931,96.973402,72.164082,13.281439,-0.807504,0.001737
0.020000,151.414171,127.260991,98.422007,72.430245,13.308133,1.334662,0.001035
0.020000,152.868125,127.261720,99.875960,72.697668,13.371180,3.152368,6.283081
0.020000,154.327467,127.260469,101.335303,72.967164,13.474761,5.179040,6.281502
0.020000,155.792253,127.256575,102.800094,73.239552,13.619392,7.231560,6.279478
0.020000,157.262550,127.249360,104.270408,73.515706,13.807709,9.415871,6.277004
0.020000,158.738438,127.238127,105.746339,73.796552,14.042321,11.730581,6.274071
0.020000,160.220007,127.222160,107.227994,74.082748,14.309815,13.374707,6.270670
0.020000,161.707358,127.200719,108.715501,74.375311,14.628116,15.915069,6.266792
0.020000,163.200605,127.173035,110.209004,74.675178,14.993374,18.262889,6.262425
0.020000,164.699870,127.138313,111.708671,74.983324,15.407264,20.694467,6.257554
0.020000,166.205283,127.095722,113.214686,75.300755,15.871584,23.216023,6.252165
0.020000,167.716982,127.044396,114.727256,75.628520,16.388240,25.832781,6.246240
0.020000,169.235112,126.983426,116.246610,75.967704,16.959214,28.548718,6.239762
0.020000,170.759822,126.911860,117.772999,76.319435,17.586538,31.366225,6.232710
0.020000,172.291266,126.828693,119.306699,76.684997,18.278104,34.578255,6.225060
0.020000,173.829603,126.732868,120.848018,77.065954,19.047862,38.487924,6.216789
0.020000,175.374976,126.623266,122.397272,77.462727,19.838645,39.539128,6.207870
0.020000,176.927529,126.498703,123.954815,77.877114,20.719347,44.035114,6.198274
0.020000,178.487417,126.357920,125.521043,78.311402,21.714389,49.752099,6.187970
0.020000,180.054741,126.199585,127.096344,78.765050,22.682392,48.400169,6.176924
