dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,239.346472,90.423403,210.201317,50.496207,-106.659042,143.170676,4.827228
0.020000,239.452388,89.460983,211.169547,48.411530,-104.233847,121.259745,4.816831
0.020000,239.544615,88.538097,212.097029,46.374118,-101.870602,118.162230,4.807207
0.020000,239.624678,87.654260,212.984485,44.372788,-100.066521,90.204075,4.798295
0.020000,239.693941,86.808964,213.832615,42.406466,-98.316077,87.522166,4.790039
0.020000,239.753626,86.001757,214.642025,40.470508,-96.797900,75.908887,4.782388
0.020000,239.804829,85.232204,215.413279,38.562726,-95.389126,70.438666,4.775298
0.020000,239.848529,84.500001,216.146786,36.675337,-94.369418,50.985443,4.768731
0.020000,239.885612,83.804783,216.842992,34.810318,-93.250946,55.923577,4.762652
0.020000,239.916882,83.146133,217.502384,32.969596,-92.036112,60.741701,4.757027
0.020000,239.943050,82.523896,218.125170,31.139308,-91.514383,26.086432,4.751830
0.020000,239.964770,81.937715,218.711754,29.329201,-90.505361,50.451107,4.747036
0.020000,239.982625,81.387372,219.262386,27.531600,-89.880070,31.264583,4.742621
0.020000,239.997145,80.872606,219.777357,25.748533,-89.153344,36.336263,4.738566
0.020000,240.008800,80.393392,220.256713,23.967796,-89.036851,5.824678,4.734854
0.020000,240.018023,79.949348,220.700853,22.206997,-88.039947,49.845207,4.731468
0.020000,240.025196,79.540399,221.109865,20.450608,-87.819453,11.024674,4.728393
0.020000,240.030661,79.166425,221.483879,18.700669,-87.496944,16.125438,4.725617
0.020000,240.034726,78.827266,221.823062,16.959181,-87.074406,21.126933,4.723130
0.020000,240.037660,78.522726,222.127616,15.227690,-86.574561,24.992220,4.720920
0.020000,240.039699,78.252909,222.397441,13.491228,-86.823089,-12.426376,4.718980
0.020000,240.041053,78.017551,222.632803,11.768108,-86.156003,33.354270,4.717302
0.020000,240.041897,77.816620,222.833736,10.046653,-86.072729,4.163704,4.715879
0.020000,240.042381,77.650052,223.000304,8.328407,-85.912329,8.020022,4.714707
0.020000,240.042626,77.517747,223.132610,6.615294,-85.655626,12.835146,4.713780
0.020000,240.042729,77.419847,223.230509,4.894983,-86.015554,-17.996383,4.713097
0.020000,240.042760,77.356098,223.294259,3.187475,-85.375428,32.006274,4.712654
0.020000,240.042764,77.325388,223.324969,1.535485,-82.599468,138.798008,4.712440
0.020000,240.042765,77.318004,223.332352,0.369180,-58.315268,1214.209984,4.712389
0.020000,240.042765,77.318004,223.332352,0.000000,-18.458993,1992.813745,4.712389
